title,description,category
Banjir genangan lapangan komplek,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Permintaan pinjam kursi taman,Informasi umum: pinjam fasilitas. Lokasi RT 03 RW 05 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Kap lampu pecah dekat sekolah,"PJU di Jl. Melati 7 padam sejak 14 hari, terutama pada malam. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Keributan warga mabuk depan masjid,Kejadian aksi mencurigakan terjadi tiap akhir pekan pada siang di RT 04 RW 05 Kel. Teratai. Kondisi membuat jalan licin.,SECURITY
Pohon tumbang/miring depan masjid,"Setelah hujan 6 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan membahayakan pejalan kaki.",ENVIRONMENT
Usulan bank sampah pasar,Mohon dipertimbangkan program one gate system di RT 06 RW 03 Kel. Mawar untuk mencegah rawan kecelakaan.,SUGGESTION
Pencurian motor jembatan kecil,Kejadian pencurian terjadi tiap akhir pekan pada sore di RT 02 RW 04 Kel. Anyelir. Kondisi mengakibatkan area gelap.,SECURITY
Saran pemasangan speed bump taman,Mohon dipertimbangkan program kerja bakti bulanan di RT 03 RW 01 Kel. Cempaka untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Pencurian motor balai warga,Kejadian pencurian terjadi setiap hari pada siang di RT 09 RW 03 Kel. Anyelir. Kondisi mengundang nyamuk.,SECURITY
Bau menyengat dari tumpukan sampah samping pos ronda,Tumpukan ranting tiap akhir pekan tidak diangkut sejak 2 hari. Area RT 04 RW 05 menjadi kotor dan membuat jalan licin.,CLEANLINESS
Bau comberan depan masjid,"Setelah hujan 6 hari, kali mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Pencurian motor dekat sekolah,Kejadian balap liar terjadi hampir tiap hari pada malam di RT 03 RW 04 Kel. Mawar. Kondisi mengganggu aktivitas warga.,SECURITY
Kabel listrik semrawut dekat sekolah,Pasokan air bermasalah hampir tiap hari sejak 4 hari di Jl. Kenanga 2. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Listrik padam saat hujan gang utama,Pasokan listrik bermasalah seminggu sekali sejak 6 hari di Jl. Melati 4. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Penambahan CCTV jembatan kecil,Mohon dipertimbangkan program bank sampah di RT 07 RW 02 Kel. Cempaka untuk mencegah membuat jalan licin.,SUGGESTION
Sampah menumpuk pasar,Tumpukan plastik seminggu sekali tidak diangkut sejak 7 hari. Area RT 10 RW 04 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Panel PJU terbuka lapangan komplek,"PJU di Jl. Kenanga 1 padam sejak 4 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Permintaan pinjam kursi taman,Informasi umum: pinjam fasilitas. Lokasi RT 05 RW 04 Kel. Flamboyan. Mohon tindak lanjut.,OTHER
Balap liar balai warga,Kejadian aksi mencurigakan terjadi seminggu sekali pada sore di RT 03 RW 04 Kel. Teratai. Kondisi menyebabkan banjir kecil.,SECURITY
Kurang tempat sampah samping pos ronda,Tumpukan daun kering seminggu sekali tidak diangkut sejak 14 hari. Area RT 07 RW 04 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Kabel listrik semrawut perempatan,Pasokan air bermasalah hampir tiap hari sejak 7 hari di Jl. Melati 4. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Lampu jalan mati lapangan komplek,"PJU di Jl. Melati 2 padam sejak 10 hari, terutama pada pagi. Menyebabkan area gelap dan menghambat akses darurat. Mohon perbaikan.",LIGHTING
Sampah menumpuk samping pos ronda,Tumpukan ranting setiap hari tidak diangkut sejak 4 hari. Area RT 06 RW 02 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Usulan bank sampah lapangan komplek,Mohon dipertimbangkan program kerja bakti bulanan di RT 09 RW 01 Kel. Mawar untuk mencegah menghambat akses darurat.,SUGGESTION
Penutup got hilang depan masjid,RT 04 RW 03 Jl. Kenanga 5 di Kel. Mawar mengalami kerusakan parah selama 6 hari. Lubang berdiameter 100 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Kerja bakti rutin gang utama,Mohon dipertimbangkan program one gate system di RT 07 RW 04 Kel. Teratai untuk mencegah menghambat akses darurat.,SUGGESTION
Tiang lampu miring jembatan kecil,"PJU di Jl. Melati 3 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Listrik padam saat hujan balai warga,Pasokan air bermasalah hampir tiap hari sejak 3 hari di Jl. Kenanga 3. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Kucing hilang dicari pemilik samping pos ronda,Informasi umum: barang hilang/temuan. Lokasi RT 10 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Poster liar dan vandalisme balai warga,Tumpukan daun kering seminggu sekali tidak diangkut sejak 7 hari. Area RT 05 RW 04 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Permintaan pinjam kursi dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 07 RW 02 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Kap lampu pecah taman,"PJU di Jl. Kenanga 3 padam sejak 3 hari, terutama pada pagi. Menyebabkan area gelap dan rawan kecelakaan. Mohon perbaikan.",LIGHTING
Kucing hilang dicari pemilik dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 06 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Parkir liar tutup akses balai warga,Kejadian balap liar terjadi tiap akhir pekan pada malam di RT 02 RW 05 Kel. Flamboyan. Kondisi rawan kecelakaan.,SECURITY
Poster liar dan vandalisme lapangan komplek,Tumpukan daun kering seminggu sekali tidak diangkut sejak 5 hari. Area RT 08 RW 02 menjadi kotor dan rawan kecelakaan.,CLEANLINESS
Kucing hilang dicari pemilik balai warga,Informasi umum: barang hilang/temuan. Lokasi RT 04 RW 04 Kel. Teratai. Mohon tindak lanjut.,OTHER
Bahu jalan longsor samping pos ronda,RT 10 RW 01 Jl. Kenanga 2 di Kel. Flamboyan mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 100 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Air PDAM sering mati taman,Pasokan air bermasalah tiap akhir pekan sejak 4 hari di Jl. Melati 5. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Penerangan taman redup lapangan komplek,"PJU di Jl. Melati 3 padam sejak 14 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Kurang tempat sampah dekat sekolah,Tumpukan daun kering setiap hari tidak diangkut sejak 1 hari. Area RT 01 RW 02 menjadi kotor dan rawan kecelakaan.,CLEANLINESS
Permintaan pinjam kursi perempatan,Informasi umum: pinjam fasilitas. Lokasi RT 05 RW 02 Kel. Mawar. Mohon tindak lanjut.,OTHER
Poster liar dan vandalisme taman,Tumpukan sampah rumah tangga setiap hari tidak diangkut sejak 7 hari. Area RT 03 RW 03 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Penutup got hilang pasar,RT 06 RW 03 Jl. Melati 1 di Kel. Flamboyan mengalami kerusakan ringan selama 7 hari. Lubang berdiameter 40 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Permohonan surat pengantar gang utama,Informasi umum: administrasi. Lokasi RT 06 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Banjir genangan lapangan komplek,"Setelah hujan 4 hari, kali mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Banjir genangan depan masjid,"Setelah hujan 5 hari, tanah tebing mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Permohonan surat pengantar dekat sekolah,Informasi umum: administrasi. Lokasi RT 08 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Kabel listrik semrawut lapangan komplek,Pasokan air bermasalah tiap akhir pekan sejak 10 hari di Jl. Melati 2. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Panel PJU terbuka balai warga,"PJU di Jl. Kenanga 2 padam sejak 5 hari, terutama pada sore. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Limbah rumah tangga ke parit pasar,"Setelah hujan 6 hari, saluran mengalami masalah. Terjadi genangan dan menyebabkan bau menyengat.",ENVIRONMENT
Kebocoran pipa air samping pos ronda,Pasokan air bermasalah tiap akhir pekan sejak 5 hari di Jl. Anggrek 4. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Trotoar rusak pasar,RT 03 RW 02 Jl. Kenanga 2 di Kel. Anyelir mengalami kerusakan sedang selama 7 hari. Lubang berdiameter 130 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Kabel listrik semrawut lapangan komplek,Pasokan listrik bermasalah seminggu sekali sejak 4 hari di Jl. Kenanga 4. Dampak: mengganggu aktivitas warga. Mohon pengecekan meter/pompa.,UTILITIES
Poster liar dan vandalisme perempatan,Tumpukan daun kering setiap hari tidak diangkut sejak 14 hari. Area RT 06 RW 01 menjadi kotor dan membahayakan pejalan kaki.,CLEANLINESS
Poster liar dan vandalisme pasar,Tumpukan plastik hampir tiap hari tidak diangkut sejak 2 hari. Area RT 03 RW 04 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Parkir liar tutup akses jembatan kecil,Kejadian penjambretan terjadi hampir tiap hari pada sore di RT 06 RW 03 Kel. Anyelir. Kondisi membuat jalan licin.,SECURITY
Kabel listrik semrawut pasar,Pasokan listrik bermasalah tiap akhir pekan sejak 6 hari di Jl. Anggrek 4. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Bahu jalan longsor gang utama,RT 09 RW 05 Jl. Melati 4 di Kel. Teratai mengalami kerusakan parah selama 4 hari. Lubang berdiameter 30 cm mengundang nyamuk.,INFRASTRUCTURE
Poster liar dan vandalisme dekat sekolah,Tumpukan plastik setiap hari tidak diangkut sejak 4 hari. Area RT 04 RW 05 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kebocoran pipa air balai warga,Pasokan air bermasalah tiap akhir pekan sejak 4 hari di Jl. Anggrek 4. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Kap lampu pecah perempatan,"PJU di Jl. Melati 5 padam sejak 2 hari, terutama pada pagi. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Keluhan suara genset dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 06 RW 02 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Temuan dompet lapangan komplek,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 04 Kel. Teratai. Mohon tindak lanjut.,OTHER
Tiang lampu miring perempatan,"PJU di Jl. Kenanga 5 padam sejak 7 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Orang asing mencurigakan balai warga,Kejadian keributan terjadi tiap akhir pekan pada malam di RT 04 RW 02 Kel. Flamboyan. Kondisi menyebabkan bau menyengat.,SECURITY
Keluhan suara genset jembatan kecil,Informasi umum: pinjam fasilitas. Lokasi RT 05 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Jembatan kecil rapuh samping pos ronda,RT 01 RW 02 Jl. Anggrek 3 di Kel. Teratai mengalami kerusakan parah selama 14 hari. Lubang berdiameter 70 cm menghambat akses darurat.,INFRASTRUCTURE
Permintaan pinjam kursi taman,Informasi umum: administrasi. Lokasi RT 05 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Tiang lampu miring lapangan komplek,"PJU di Jl. Anggrek 3 padam sejak 4 hari, terutama pada sore. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Bau comberan taman,"Setelah hujan 3 hari, kali mengalami masalah. Terjadi genangan dan menyebabkan banjir kecil.",ENVIRONMENT
Marka jalan pudar dekat sekolah,RT 08 RW 04 Jl. Anggrek 5 di Kel. Cempaka mengalami kerusakan ringan selama 14 hari. Lubang berdiameter 200 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Tempat sampah terpilah samping pos ronda,Mohon dipertimbangkan program taman baca di RT 07 RW 05 Kel. Teratai untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Tekanan air sangat kecil balai warga,Pasokan listrik bermasalah tiap akhir pekan sejak 1 hari di Jl. Anggrek 5. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Lampu jalan mati dekat sekolah,"PJU di Jl. Kenanga 5 padam sejak 14 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Marka jalan pudar balai warga,RT 02 RW 01 Jl. Kenanga 1 di Kel. Flamboyan mengalami kerusakan sedang selama 14 hari. Lubang berdiameter 20 cm mengundang nyamuk.,INFRASTRUCTURE
Penambahan CCTV gang utama,Mohon dipertimbangkan program taman baca di RT 02 RW 01 Kel. Mawar untuk mencegah mengundang nyamuk.,SUGGESTION
Orang asing mencurigakan depan masjid,Kejadian penjambretan terjadi hampir tiap hari pada sore di RT 01 RW 03 Kel. Mawar. Kondisi menyebabkan bau menyengat.,SECURITY
Jembatan kecil rapuh jembatan kecil,RT 09 RW 04 Jl. Anggrek 3 di Kel. Anyelir mengalami kerusakan parah selama 1 hari. Lubang berdiameter 160 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Penerangan taman redup samping pos ronda,"PJU di Jl. Melati 4 padam sejak 2 hari, terutama pada pagi. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Temuan dompet dekat sekolah,Informasi umum: administrasi. Lokasi RT 06 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Penerangan taman redup depan masjid,"PJU di Jl. Kenanga 3 padam sejak 6 hari, terutama pada sore. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Permohonan surat pengantar jembatan kecil,Informasi umum: pinjam fasilitas. Lokasi RT 03 RW 05 Kel. Teratai. Mohon tindak lanjut.,OTHER
CCTV pos ronda mati pasar,Kejadian pencurian terjadi seminggu sekali pada malam di RT 09 RW 02 Kel. Anyelir. Kondisi mengakibatkan area gelap.,SECURITY
Pohon tumbang/miring lapangan komplek,"Setelah hujan 7 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan mengundang nyamuk.",ENVIRONMENT
Penerangan taman redup pasar,"PJU di Jl. Melati 4 padam sejak 10 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Eceng gondok menutup kali perempatan,"Setelah hujan 10 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan menyebabkan bau menyengat.",ENVIRONMENT
Penutup got hilang lapangan komplek,RT 02 RW 05 Jl. Kenanga 4 di Kel. Flamboyan mengalami kerusakan ringan selama 6 hari. Lubang berdiameter 190 cm menghambat akses darurat.,INFRASTRUCTURE
Poster liar dan vandalisme pasar,Tumpukan ranting hampir tiap hari tidak diangkut sejak 3 hari. Area RT 07 RW 04 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kap lampu pecah jembatan kecil,"PJU di Jl. Melati 2 padam sejak 14 hari, terutama pada pagi. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Usulan bank sampah jembatan kecil,Mohon dipertimbangkan program taman baca di RT 02 RW 03 Kel. Mawar untuk mencegah rawan kecelakaan.,SUGGESTION
Keributan warga mabuk perempatan,Kejadian balap liar terjadi setiap hari pada sore di RT 06 RW 05 Kel. Flamboyan. Kondisi rawan kecelakaan.,SECURITY
Kerja bakti rutin taman,Mohon dipertimbangkan program taman baca di RT 05 RW 02 Kel. Cempaka untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Balap liar depan masjid,Kejadian balap liar terjadi tiap akhir pekan pada sore di RT 01 RW 03 Kel. Cempaka. Kondisi mengganggu aktivitas warga.,SECURITY
Program taman baca dekat sekolah,Mohon dipertimbangkan program one gate system di RT 02 RW 04 Kel. Teratai untuk mencegah mengundang nyamuk.,SUGGESTION
CCTV pos ronda mati samping pos ronda,Kejadian keributan terjadi hampir tiap hari pada malam di RT 10 RW 03 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Listrik padam saat hujan depan masjid,Pasokan listrik bermasalah tiap akhir pekan sejak 10 hari di Jl. Anggrek 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Tempat sampah terpilah depan masjid,Mohon dipertimbangkan program kerja bakti bulanan di RT 05 RW 01 Kel. Anyelir untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Limbah rumah tangga ke parit pasar,"Setelah hujan 3 hari, pohon besar mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Kebocoran pipa air samping pos ronda,Pasokan listrik bermasalah seminggu sekali sejak 6 hari di Jl. Melati 6. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Tekanan air sangat kecil balai warga,Pasokan listrik bermasalah seminggu sekali sejak 1 hari di Jl. Melati 5. Dampak: menghambat akses darurat. Mohon pengecekan meter/pompa.,UTILITIES
Abu pembakaran sampah mengganggu gang utama,Tumpukan plastik seminggu sekali tidak diangkut sejak 10 hari. Area RT 06 RW 04 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Kebocoran pipa air taman,Pasokan listrik bermasalah seminggu sekali sejak 1 hari di Jl. Anggrek 4. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Kabel listrik semrawut perempatan,Pasokan listrik bermasalah tiap akhir pekan sejak 3 hari di Jl. Melati 7. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Paving bergelombang dekat sekolah,RT 08 RW 03 Jl. Anggrek 1 di Kel. Cempaka mengalami kerusakan parah selama 14 hari. Lubang berdiameter 170 cm membuat jalan licin.,INFRASTRUCTURE
Trotoar rusak gang utama,RT 07 RW 02 Jl. Kenanga 2 di Kel. Flamboyan mengalami kerusakan parah selama 2 hari. Lubang berdiameter 140 cm rawan kecelakaan.,INFRASTRUCTURE
Jalan berlubang dekat sekolah,RT 06 RW 05 Jl. Melati 5 di Kel. Mawar mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 200 cm mengundang nyamuk.,INFRASTRUCTURE
Eceng gondok menutup kali pasar,"Setelah hujan 7 hari, pohon besar mengalami masalah. Terjadi genangan dan menyebabkan banjir kecil.",ENVIRONMENT
Listrik padam saat hujan samping pos ronda,Pasokan air bermasalah setiap hari sejak 10 hari di Jl. Anggrek 4. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Temuan dompet taman,Informasi umum: administrasi. Lokasi RT 09 RW 04 Kel. Teratai. Mohon tindak lanjut.,OTHER
Permintaan pinjam kursi pasar,Informasi umum: hewan liar masuk rumah. Lokasi RT 08 RW 04 Kel. Anyelir. Mohon tindak lanjut.,OTHER
Kabel listrik semrawut pasar,Pasokan air bermasalah setiap hari sejak 1 hari di Jl. Anggrek 5. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Jembatan kecil rapuh taman,RT 09 RW 01 Jl. Kenanga 4 di Kel. Anyelir mengalami kerusakan ringan selama 7 hari. Lubang berdiameter 60 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Sampah menumpuk taman,Tumpukan daun kering hampir tiap hari tidak diangkut sejak 7 hari. Area RT 03 RW 02 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Keluhan suara genset depan masjid,Informasi umum: administrasi. Lokasi RT 01 RW 02 Kel. Teratai. Mohon tindak lanjut.,OTHER
Parkir liar tutup akses jembatan kecil,Kejadian pencurian terjadi seminggu sekali pada pagi di RT 10 RW 04 Kel. Mawar. Kondisi rawan kecelakaan.,SECURITY
Poster liar dan vandalisme dekat sekolah,Tumpukan ranting setiap hari tidak diangkut sejak 14 hari. Area RT 04 RW 02 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Lampu jalan mati samping pos ronda,"PJU di Jl. Melati 6 padam sejak 3 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Temuan dompet balai warga,Informasi umum: administrasi. Lokasi RT 08 RW 03 Kel. Mawar. Mohon tindak lanjut.,OTHER
Kucing hilang dicari pemilik pasar,Informasi umum: barang hilang/temuan. Lokasi RT 02 RW 01 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Orang asing mencurigakan jembatan kecil,Kejadian pencurian terjadi setiap hari pada siang di RT 10 RW 01 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Tekanan air sangat kecil depan masjid,Pasokan listrik bermasalah tiap akhir pekan sejak 5 hari di Jl. Melati 5. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
